Trajectory info:
Feasible path start time since start: 145.558
Feasbile path start time from now:  0.253351
fpg planner time start 146.7
fpg planner time end 164.356
planner index start 140
planner index finish 2863
time planner start:146.7
time planner finish:164.1
Final Time Difference: 0.25566
---
x_out,y_out,time,velocity,acceleration,yaw_velocity,yaw_angle
-3.69333,-3.8,145.558,0.1,0,0,-0.115523
-3.68659,-3.80078,145.61,0.162165,1.2,0,-0.115523
-3.67984,-3.80157,145.647,0.206385,1.2,0,-0.115523
-3.6731,-3.80235,145.677,0.242677,1.2,0,-0.115523
-3.66635,-3.80313,145.703,0.274208,1.2,0,-0.115523
-3.65961,-3.80391,145.727,0.302469,1.2,0,-0.115523
-3.65286,-3.8047,145.748,0.328306,1.2,0,-0.115523
-3.64612,-3.80548,145.768,0.352253,1.2,0,-0.115523
-3.63937,-3.80626,145.787,0.374673,1.2,0,-0.115523
-3.63263,-3.80704,145.804,0.395824,1.2,0,-0.115523
-3.62588,-3.80783,145.821,0.415902,1.2,0,-0.115523
-3.61913,-3.80861,145.837,0.435054,1.2,0,-0.115523
-3.61239,-3.80939,145.852,0.453398,1.2,0,-0.115523
-3.60564,-3.81018,145.867,0.471027,1.2,0,-0.115523
-3.5989,-3.81096,145.881,0.488021,1.2,0,-0.115523
-3.59215,-3.81174,145.895,0.504442,1.2,0,-0.115523
-3.58541,-3.81252,145.908,0.520345,1.2,0,-0.115523
-3.57866,-3.81331,145.921,0.535777,1.2,0,-0.115523
-3.57192,-3.81409,145.934,0.550776,1.2,0,-0.115523
-3.56517,-3.81487,145.946,0.565377,1.2,0,-0.115523
-3.55843,-3.81565,145.958,0.579611,1.2,0,-0.115523
-3.55168,-3.81644,145.969,0.593503,1.2,0,-0.115523
-3.54494,-3.81722,145.981,0.607078,1.2,0,-0.115523
-3.53819,-3.818,145.992,0.620356,1.2,0,-0.115523
-3.53145,-3.81879,146.002,0.633355,1.2,0,-0.115523
-3.5247,-3.81957,146.013,0.646093,1.2,0,-0.115523
-3.51795,-3.82035,146.023,0.658584,1.2,0,-0.115523
-3.51121,-3.82113,146.034,0.670843,1.2,0,-0.115523
-3.50446,-3.82192,146.044,0.682882,1.2,0,-0.115523
-3.49772,-3.8227,146.054,0.694713,1.2,0,-0.115523
-3.49097,-3.82348,146.063,0.706345,1.2,0,-0.115523
-3.48423,-3.82426,146.073,0.717789,1.2,0,-0.115523
-3.47748,-3.82505,146.082,0.729053,1.2,0,-0.115523
-3.47074,-3.82583,146.091,0.740146,1.2,0,-0.115523
-3.46399,-3.82661,146.1,0.751074,1.2,0,-0.115523
-3.45725,-3.8274,146.109,0.761847,1.2,0,-0.115523
-3.4505,-3.82818,146.118,0.772469,1.2,0,-0.115523
-3.44376,-3.82896,146.127,0.782947,1.2,0,-0.115523
-3.43701,-3.82974,146.136,0.793286,1.2,0,-0.115523
-3.43027,-3.83053,146.144,0.803492,1.2,0,-0.115523
-3.42352,-3.83131,146.153,0.813571,1.2,0,-0.115523
-3.41677,-3.83209,146.161,0.823526,1.2,0,-0.115523
-3.41003,-3.83287,146.169,0.833362,1.2,0,-0.115523
-3.40328,-3.83366,146.177,0.843084,1.2,0,-0.115523
-3.39654,-3.83444,146.185,0.852694,1.2,0,-0.115523
-3.38979,-3.83522,146.193,0.862198,1.2,0,-0.115523
-3.38305,-3.83601,146.201,0.871598,1.2,0,-0.115523
-3.3763,-3.83679,146.209,0.880897,1.2,0,-0.115523
-3.36956,-3.83757,146.216,0.8901,1.2,0,-0.115523
-3.36281,-3.83835,146.224,0.899208,1.2,0,-0.115523
-3.35607,-3.83914,146.231,0.908225,1.2,0,-0.115523
-3.34932,-3.83992,146.239,0.917153,1.2,0,-0.115523
