Trajectory info:
Feasible path start time since start: 42.0186
Feasbile path start time from now:  0.406729
fpg planner time start 43.2
fpg planner time end 54.1256
planner index start 131
planner index finish 1702
time planner start:43.2
time planner finish:53.7
Final Time Difference: 0.425582
---
x_out,y_out,time,velocity,acceleration,yaw_velocity,yaw_angle
6.80667,8.6,42.0186,0.1,0,0,-1.46341
6.8074,8.59317,42.0708,0.162714,1.2,0,-1.46341
6.80814,8.58635,42.108,0.207249,1.2,0,-1.46341
6.80887,8.57952,42.1384,0.243778,1.2,0,-1.46341
6.80961,8.5727,42.1648,0.275507,1.2,0,-1.46341
6.81035,8.56587,42.1885,0.303941,1.2,0,-1.46341
6.81108,8.55905,42.2102,0.329933,1.2,0,-1.46341
6.81182,8.55222,42.2303,0.354022,1.2,0,-1.46341
6.81255,8.5454,42.2491,0.376574,1.2,0,-1.46341
6.81329,8.53857,42.2668,0.397849,1.2,0,-1.46341
6.81402,8.53175,42.2836,0.418043,1.2,0,-1.46341
6.81476,8.52492,42.2997,0.437305,1.2,0,-1.46341
6.8155,8.5181,42.315,0.455754,1.2,0,-1.46341
6.81623,8.51127,42.3298,0.473485,1.2,0,-1.46341
6.81697,8.50444,42.3441,0.490575,1.2,0,-1.46341
6.8177,8.49762,42.3578,0.507089,1.2,0,-1.46341
6.81844,8.49079,42.3711,0.523083,1.2,0,-1.46341
6.81917,8.48397,42.3841,0.538601,1.2,0,-1.46341
6.81991,8.47714,42.3966,0.553685,1.2,0,-1.46341
6.82065,8.47032,42.4089,0.568369,1.2,0,-1.46341
6.82138,8.46349,42.4208,0.582683,1.2,0,-1.46341
6.82212,8.45667,42.4325,0.596654,1.2,0,-1.46341
6.82285,8.44984,42.4438,0.610304,1.2,0,-1.46341
6.82359,8.44302,42.455,0.623656,1.2,0,-1.46341
6.82433,8.43619,42.4659,0.636729,1.2,0,-1.46341
6.82506,8.42936,42.4765,0.649538,1.2,0,-1.46341
6.8258,8.42254,42.487,0.662099,1.2,0,-1.46341
6.82653,8.41571,42.4973,0.674427,1.2,0,-1.46341
6.82727,8.40889,42.5074,0.686533,1.2,0,-1.46341
6.828,8.40206,42.5173,0.698429,1.2,0,-1.46341
6.82874,8.39524,42.527,0.710126,1.2,0,-1.46341
6.82948,8.38841,42.5366,0.721634,1.2,0,-1.46341
6.83021,8.38159,42.546,0.732961,1.2,0,-1.46341
6.83095,8.37476,42.5553,0.744115,1.2,0,-1.46341
6.83168,8.36794,42.5645,0.755105,1.2,0,-1.46341
6.83242,8.36111,42.5735,0.765937,1.2,0,-1.46341
6.83315,8.35428,42.5824,0.776618,1.2,0,-1.46341
6.83389,8.34746,42.5912,0.787154,1.2,0,-1.46341
6.83463,8.34063,42.5999,0.797551,1.2,0,-1.46341
6.83536,8.33381,42.6084,0.807814,1.2,0,-1.46341
6.8361,8.32698,42.6169,0.817948,1.2,0,-1.46341
6.83683,8.32016,42.6252,0.827958,1.2,0,-1.46341
6.83757,8.31333,42.6335,0.837849,1.2,0,-1.46341
6.8383,8.30651,42.6416,0.847624,1.2,0,-1.46341
6.83904,8.29968,42.6497,0.857288,1.2,0,-1.46341
6.83978,8.29286,42.6576,0.866844,1.2,0,-1.46341
6.84051,8.28603,42.6655,0.876296,1.2,0,-1.46341
6.84125,8.2792,42.6733,0.885647,1.2,0,-1.46341
6.84198,8.27238,42.681,0.8949,1.2,0,-1.46341
6.84272,8.26555,42.6886,0.904059,1.2,0,-1.46341
6.84345,8.25873,42.6962,0.913126,1.2,0,-1.46341
6.84419,8.2519,42.7037,0.922103,1.2,0,-1.46341
6.84493,8.24508,42.7111,0.930994,1.2,0,-1.46341
6.84566,8.23825,42.7184,0.939801,1.2,0,-1.46341
6.8464,8.23143,42.7257,0.948527,1.2,0,-1.46341
6.84713,8.2246,42.7329,0.957172,1.2,0,-1.46341
6.84787,8.21778,42.74,0.96574,1.2,0,-1.46341
6.84861,8.21095,42.7471,0.974233,1.2,0,-1.46341
6.84934,8.20412,42.7541,0.982653,1.2,0,-1.46341
6.85008,8.1973,42.7611,0.991001,1.2,0,-1.46341
6.85081,8.19047,42.768,0.999279,1.2,0,-1.44557
6.85164,8.18388,42.7746,1.00722,1.2,-0,-1.44731
6.85232,8.17845,42.78,1.01372,1.2,-0.0244737,-1.44748
6.85299,8.17303,42.7854,1.02017,1.19963,-0.049259,-1.44774
6.85366,8.1676,42.7907,1.02658,1.19849,-0.0743525,-1.44819
6.85433,8.16217,42.796,1.03293,1.1965,-0.0997505,-1.4486
6.855,8.15674,42.8013,1.03924,1.1936,-0.125449,-1.44934
6.85566,8.15131,42.8066,1.04548,1.18975,-0.151443,-1.45018
6.85632,8.14588,42.8118,1.05166,1.18485,-0.177728,-1.451
6.85697,8.14045,42.817,1.05777,1.17886,-0.204298,-1.45213
6.85762,8.13502,42.8222,1.05294,-0.93263,-0.228785,-1.45328
6.85826,8.12959,42.8274,1.04691,-1.15723,-0.25275,-1.45459
6.85889,8.12415,42.8326,1.04089,-1.14925,-0.276426,-1.45609
6.85952,8.11872,42.8379,1.03488,-1.14079,-0.299814,-1.45766
6.86014,8.11328,42.8432,1.02888,-1.13183,-0.322915,-1.45933
6.86075,8.10785,42.8485,1.02289,-1.12245,-0.345732,-1.46117
6.86134,8.10241,42.8539,1.01692,-1.11268,-0.368266,-1.46318
6.86193,8.09697,42.8593,1.01098,-1.10252,-0.39052,-1.46539
6.86251,8.09153,42.8647,1.00505,-1.09202,-0.412496,-1.46748
6.86307,8.08609,42.8702,0.99915,-1.0812,-0.434195,-1.46993
6.86362,8.08065,42.8756,0.993275,-1.07009,-0.455622,-1.47248
6.86416,8.07521,42.8812,0.987427,-1.0587,-0.476779,-1.47501
