Trajectory info:
Feasible path start time since start: 203.766
Feasbile path start time from now:  0.0757942
fpg planner time start 204.9
fpg planner time end 225.574
planner index start 125
planner index finish 3325
time planner start:204.9
time planner finish:225.6
Final Time Difference: -0.0260403
---
x_out,y_out,time,velocity,acceleration,yaw_velocity,yaw_angle
-3.69333,4.45,203.766,0.1,0,0,-0.0229396
-3.68662,4.44985,203.817,0.161602,1.2,0,-0.0229396
-3.67991,4.44969,203.854,0.205501,1.2,0,-0.0229396
-3.67319,4.44954,203.884,0.241549,1.2,0,-0.0229396
-3.66648,4.44938,203.91,0.272875,1.2,0,-0.0229396
-3.65977,4.44923,203.933,0.300959,1.2,0,-0.0229396
-3.65306,4.44908,203.955,0.326636,1.2,0,-0.0229396
-3.64634,4.44892,203.975,0.350438,1.2,0,-0.0229396
-3.63963,4.44877,203.993,0.372722,1.2,0,-0.0229396
-3.63292,4.44861,204.011,0.393748,1.2,0,-0.0229396
-3.6262,4.44846,204.027,0.413706,1.2,0,-0.0229396
-3.61949,4.44831,204.043,0.432744,1.2,0,-0.0229396
-3.61278,4.44815,204.058,0.45098,1.2,0,-0.0229396
-3.60607,4.448,204.073,0.468506,1.2,0,-0.0229396
-3.59935,4.44784,204.087,0.4854,1.2,0,-0.0229396
-3.59264,4.44769,204.101,0.501725,1.2,0,-0.0229396
-3.58593,4.44754,204.114,0.517536,1.2,0,-0.0229396
-3.57921,4.44738,204.127,0.532878,1.2,0,-0.0229396
-3.5725,4.44723,204.139,0.54779,1.2,0,-0.0229396
-3.56579,4.44707,204.151,0.562307,1.2,0,-0.0229396
-3.55908,4.44692,204.163,0.576459,1.2,0,-0.0229396
-3.55236,4.44677,204.174,0.590271,1.2,0,-0.0229396
-3.54565,4.44661,204.186,0.603767,1.2,0,-0.0229396
-3.53894,4.44646,204.197,0.616969,1.2,0,-0.0229396
-3.53222,4.4463,204.207,0.629893,1.2,0,-0.0229396
-3.52551,4.44615,204.218,0.642558,1.2,0,-0.0229396
-3.5188,4.446,204.228,0.654978,1.2,0,-0.0229396
-3.51208,4.44584,204.239,0.667167,1.2,0,-0.0229396
-3.50537,4.44569,204.249,0.679137,1.2,0,-0.0229396
-3.49866,4.44553,204.258,0.690899,1.2,0,-0.0229396
-3.49195,4.44538,204.268,0.702465,1.2,0,-0.0229396
-3.48523,4.44523,204.277,0.713843,1.2,0,-0.0229396
-3.47852,4.44507,204.287,0.725043,1.2,0,-0.0229396
