Trajectory info:
Feasible path start time since start: 15.3579
Feasbile path start time from now:  0.181231
fpg planner time start 16.5
fpg planner time end 36.4262
planner index start 140
planner index finish 3075
time planner start:16.5
time planner finish:36.3
Final Time Difference: 0.126233
---
x_out,y_out,time,velocity,acceleration,yaw_velocity,yaw_angle
-3.69333,-3.8,15.3579,0.1,0,0,-0.115523
-3.68659,-3.80078,15.4097,0.162165,1.2,0,-0.115523
-3.67984,-3.80157,15.4466,0.206385,1.2,0,-0.115523
-3.6731,-3.80235,15.4768,0.242677,1.2,0,-0.115523
-3.66635,-3.80313,15.5031,0.274208,1.2,0,-0.115523
-3.65961,-3.80391,15.5267,0.302469,1.2,0,-0.115523
-3.65286,-3.8047,15.5482,0.328306,1.2,0,-0.115523
-3.64612,-3.80548,15.5681,0.352253,1.2,0,-0.115523
-3.63937,-3.80626,15.5868,0.374673,1.2,0,-0.115523
-3.63263,-3.80704,15.6045,0.395824,1.2,0,-0.115523
-3.62588,-3.80783,15.6212,0.415902,1.2,0,-0.115523
-3.61913,-3.80861,15.6371,0.435054,1.2,0,-0.115523
-3.61239,-3.80939,15.6524,0.453398,1.2,0,-0.115523
-3.60564,-3.81018,15.6671,0.471027,1.2,0,-0.115523
-3.5989,-3.81096,15.6813,0.488021,1.2,0,-0.115523
-3.59215,-3.81174,15.695,0.504442,1.2,0,-0.115523
-3.58541,-3.81252,15.7082,0.520345,1.2,0,-0.115523
-3.57866,-3.81331,15.7211,0.535777,1.2,0,-0.115523
-3.57192,-3.81409,15.7336,0.550776,1.2,0,-0.115523
-3.56517,-3.81487,15.7458,0.565377,1.2,0,-0.115523
-3.55843,-3.81565,15.7576,0.579611,1.2,0,-0.115523
-3.55168,-3.81644,15.7692,0.593503,1.2,0,-0.115523
-3.54494,-3.81722,15.7805,0.607078,1.2,0,-0.115523
-3.53819,-3.818,15.7916,0.620356,1.2,0,-0.115523
-3.53145,-3.81879,15.8024,0.633355,1.2,0,-0.115523
-3.5247,-3.81957,15.813,0.646093,1.2,0,-0.115523
-3.51795,-3.82035,15.8234,0.658584,1.2,0,-0.115523
-3.51121,-3.82113,15.8336,0.670843,1.2,0,-0.115523
-3.50446,-3.82192,15.8437,0.682882,1.2,0,-0.115523
-3.49772,-3.8227,15.8535,0.694713,1.2,0,-0.115523
-3.49097,-3.82348,15.8632,0.706345,1.2,0,-0.115523
-3.48423,-3.82426,15.8728,0.717789,1.2,0,-0.115523
-3.47748,-3.82505,15.8821,0.729053,1.2,0,-0.115523
-3.47074,-3.82583,15.8914,0.740146,1.2,0,-0.115523
-3.46399,-3.82661,15.9005,0.751074,1.2,0,-0.115523
-3.45725,-3.8274,15.9095,0.761847,1.2,0,-0.115523
-3.4505,-3.82818,15.9183,0.772469,1.2,0,-0.115523
-3.44376,-3.82896,15.9271,0.782947,1.2,0,-0.115523
-3.43701,-3.82974,15.9357,0.793286,1.2,0,-0.115523
-3.43027,-3.83053,15.9442,0.803492,1.2,0,-0.115523
-3.42352,-3.83131,15.9526,0.813571,1.2,0,-0.115523
-3.41677,-3.83209,15.9609,0.823526,1.2,0,-0.115523
-3.41003,-3.83287,15.9691,0.833362,1.2,0,-0.115523
-3.40328,-3.83366,15.9772,0.843084,1.2,0,-0.115523
-3.39654,-3.83444,15.9852,0.852694,1.2,0,-0.115523
-3.38979,-3.83522,15.9931,0.862198,1.2,0,-0.115523
-3.38305,-3.83601,16.0009,0.871598,1.2,0,-0.115523
-3.3763,-3.83679,16.0087,0.880897,1.2,0,-0.115523
-3.36956,-3.83757,16.0164,0.8901,1.2,0,-0.115523
